"CUI","count","name"
"C1158478",384,"DNA Integration"
"C0439208",384,"gram"
"C1762617",384,"Weak"
"C0557653",383,"Kitchen"
"C0036658",383,"Esthesia"
"C1522821",383,"Biological acidification"
"C1706912",383,"BARRIER"
"C0004595",382,"Bacillus subtilis"
"C1301886",381,"Diameter (qualifier value)"
"C0038351",381,"Stomach"
"C0015663",381,"Fasting"
"C3831017",381,"Control Point"
"C1707959",380,"Example"
"C0037125",380,"Silver"
"C0000924",380,"Accidents"
"C0205421",380,"Deferred"
"C0205191",380,"chronic"
"C0237849",380,"Peeling of skin"
"C3827829",380,"Time-Consuming"
"C0453860",379,"Raw Foods"
"C0547047",379,"Decrease"
"C0040896",379,"Trichinellosis"
"C0042963",378,"Vomiting"
"C0016330",378,"fluorine"
"C0337050",377,"Rivers"
"C0026794",377,"muramidase"
"C0038402",377,"Streptococcus"
"C1550661",376,"Specimen Type - Stool = Fecal"
"C0006104",376,"Brain"
"C0205286",376,"Mature"
"C0457083",376,"Usage"
"C0021485",375,"Injection of therapeutic agent"
"C0439232",375,"Minute of time"
"C0950153",375,"Plants, Genetically Modified"
"C0920525",375,"Food Quality"
"C0007670",374,"Centers for Disease Control and Prevention (U.S.)"
"C0020488",374,"Hypernatremia"
"C0004015",373,"aspartic acid"
"C4525099",373,"System Suitability"
"C1709701",373,"Project"
"C0025255",373,"Tissue membrane"
"C0016107",371,"filtration"
"C0936225",371,"Inorganic arsenic"
"C0542270",370,"Class Bivalvia"
"C0733511",370,"Medical Surveillance"
"C0600414",370,"Enterohemorrhagic Escherichia coli"
"C0243126",369,"incorporation"
"C0016884",369,"Future"
"C0205272",369,"Regular"
"C0007886",368,"cesium"
"C0350056",368,"adsorbents"
"C0085732",368,"Ability"
"C0008894",367,"Clams"
"C0200354",367,"Urine Specimen Collection"
"C0373746",367,"Assay of volatiles"
"C0036759",366,"Serotyping"
"C1882365",366,"Phenomenon"
"C0205147",365,"regional"
"C0442796",364,"Additive"
"C0035064",364,"Renal Agents"
"C3640197",364,"To Be Marketed"
"C2709005",363,"Dry body weight (observable entity)"
"C0750484",362,"Confirmation"
"C0317720",362,"Listeria innocua"
"C1881065",362,"Homogeneity"
"C1522609",362,"Numerical value"
"C0876936",362,"Mathematical Model"
"C4018864",362,"Millets"
"C1516050",361,"Assignment - action"
"C1511545",361,"Critical"
"C0006494",361,"Butter"
"C1518101",360,"Matrix-Assisted Laser Desorption/Ionization-Time of Flight Mass Spectrometry"
"C0681850",360,"Study Subject"
"C3858758",360,"reliable"
"C0038895",359,"Surgical aspects"
"C0043406",359,"Yersinia enterocolitica"
"C1314677",359,"Maintaining (action)"
"C0018154",359,"Gram-Positive Bacteria"
"C0596402",359,"cytotoxicity"
"C0032854",359,"Poverty"
"C2004457",359,"Artificial (qualifier value)"
"C0237529",359,"Self Confidence"
"C3539922",359,"Loop-mediated Isothermal Amplification"
"C0242606",358,"Oxidative Stress"
"C0376519",358,"Spectroscopy, Near-Infrared"
"C0026528",357,"Moral Obligations"
"C0243114",357,"purification aspects"
"C0001924",356,"Albumins"
"C0242773",356,"Daucus carota"
"C0040682",356,"cell transformation"
"C0015965",356,"Fetus"
"C0017861",356,"glycerin"
"C0026777",355,"Multivariate Analysis"
"C0007634",355,"Cells"
"C0036248",354,"Saxitoxin"
"C0020747",354,"Ice Cream"
"C0005515",354,"Biological Factors"
"C4076168",354,"Multidrug-resistant bacteria"
"C0003761",354,"Country of Argentina"
"C0175961",354,"Chlorination"
"C0871935",354,"Theory"
"C1880198",353,"Cure (remedy)"
"C0009253",353,"Coitus"
"C0030481",353,"Tropical Spastic Paraparesis"
"C0010260",353,"Crabs"
"C0599997",351,"Mill"
"C1272688",351,"status - In progress"
"C2347947",351,"Reliability (characteristic)"
"C0004271",351,"Attitude"
"C0085549",350,"Lactococcus"
"C0028753",350,"Oats (Dietary)"
"C1510827",349,"Affinity"
"C0079483",349,"health hazards"
"C1707877",349,"East"
"C0920297",348,"Food Preparation"
"C0013812",348,"electrode"
"C0439793",347,"Severities"
"C0038274",346,"Sterigmatocystin"
"C0066256",346,"methyl isocyanate"
"C0040595",345,"Track and Field"
"C0205099",345,"Central"
"C0026231",345,"Mites"
"C0030011",344,"Oxidation"
"C0038492",344,"student"
"C0036117",344,"Salmonella infections"
"C0037179",343,"Unmarried person"
"C0422392",343,"Screening Method"
"C1514306",342,"Predictive Cancer Model"
"C0021822",342,"Interview"
"C1882932",342,"Representation (action)"
"C0013546",342,"Ecology"
"C1707391",342,"Choose (action)"
"C0040203",342,"Ticks"
"C0026882",342,"Mutation"
"C0037750",341,"Spanish Language"
"C0007457",341,"Caucasoid Race"
"C0020940",341,"Immersion Investigative Technique"
"C0009380",341,"Colony Count, Microbial"
"C0013268",341,"Ducks"
"C0028884",340,"Odors"
"C0042438",340,"Vegetable Oils"
"C0391871",339,"Released (action)"
"C0000545",339,"eicosapentaenoic acid"
"C0243071",339,"Analog"
"C0205284",339,"Marginal"
"C3272453",339,"Genomic DNA"
"C0041700",339,"United Kingdom"
"C0332479",338,"Shapes"
"C0752046",338,"Single Nucleotide Polymorphism"
"C0036070",338,"Sales - occupational activity"
"C0585064",338,"Numerical phases"
"C3829671",337,"Homogenate"
"C1668248",337,"Iso"
"C0055754",337,"cinnamic aldehyde"
"C0178791",337,"packaging material"
"C1517878",337,"Lifetime Risk"
"C0183753",336,"Swab specimen"
"C1334043",336,"Homologous Gene"
"C0026175",336,"Mining"
"C0664336",335,"survivin"
"C0205208",335,"Solid"
"C0013371",334,"Shigella Infections"
"C1948023",334,"Stimulation (motivation)"
"C1552645",334,"exponential"
"C0206194",334,"Survivors"
"C0392419",334,"Industrial fungicide"
"C3829466",333,"January"
"C0001873",333,"Air Pollution"
"C0022487",333,"kanamycin"
"C1881379",333,"Lineage"
"C0041479",332,"tyramine"
"C1510802",332,"Adherence (attribute)"
"C0205177",332,"Active"
"C1707491",331,"Consecutive"
"C1806781",331,"Short"
"C0019159",331,"Hepatitis A"
"C0015737",331,"Federal Government"
"C0026140",330,"Milk, Human"
"C0042313",330,"vancomycin"
"C0030092",330,"oxytetracycline"
"C0002170",330,"Alopecia"
"C0039651",329,"Tetracyclines"
"C0032076",329,"Planning Techniques"
"C0038179",329,"starch"
"C4520547",329,"Implemented"
"C0700383",329,"Shop (environment)"
"C1524063",329,"Use of"
"C0028723",328,"Nuts"
"C0556482",328,"Unsafe Sex"
"C1273642",327,"Coated Tablet Dosage Form"
"C0018581",326,"Handwashing"
"C1516998",326,"Exogenous Factors"
"C0037585",326,"Computer software"
"C0036375",325,"School"
"C0282639",325,"HT29 Cells"
"C0007531",325,"Cecum"
"C0023810",325,"Lipopolysaccharides"
"C0032487",325,"polyethylenes"
"C0205472",324,"Toxicologic"
"C0814812",324,"overview"
"C0026348",324,"Models, Statistical"
"C2826316",324,"Lower Limit of Quantitation"
"C0007952",324,"Personality Character"
"C0152060",324,"Transection (procedure)"
"C0030123",323,"4-aminohippuric acid"
"C0205227",323,"Endogenous"
"C0282613",323,"Developed Countries"
"C1516022",322,"Antimicrobial Effect"
"C1568245",322,"Endocrine Disruptors"
"C3494254",322,"Wastewater"
"C0000925",322,"Incised wound"
"C0021968",321,"iodine"
"C0003380",321,"antimony"
"C0699900",321,"Catabolism"
"C0034980",321,"Regression Analysis"
"C0597134",321,"oral bacteria"
"C0728990",321,"Clinical Use Template"
"C0007418",320,"Siluriformes"
"C0233601",320,"Spraying behavior"
"C0729650",320,"Constituents"
"C0008354",320,"Cholera"
"C0032529",320,"Genetic Polymorphism"
"C0439834",320,"Slow"
"C1550452",320,"definition - ActMoodCompletionTrack"
"C0205321",320,"Penetration"
"C0231175",319,"Failed"
"C0016158",319,"Fish Products"
"C0001792",319,"Elderly (population group)"
"C0010362",319,"Cross-Sectional Studies"
"C0021359",318,"Infertility"
"C0008932",318,"clenbuterol"
"C0001811",318,"Aging"
"C2347976",318,"Root Mean Square"
"C0007703",317,"Centrifugation"
"C0439539",317,"Heavy (weight) (qualifier value)"
"C0750489",317,"apparent"
"C0332453",317,"Disruption"
"C0445625",317,"Staphylococcus, coagulase negative (organism)"
"C0991865",317,"PHOSPHATE BUFFERS"
"C0016263",317,"Flow Cytometry"
"C0597731",316,"Surface Plasmon Resonance"
"C0043056",316,"Water Pollution"
"C0700287",315,"Reporting"
"C0452458",315,"orange juice"
"C0521093",315,"Confirmed by"
"C0392355",314,"Pollution"
"C0014020",314,"Emulsions"
"C1512423",314,"Heterocyclic Amines"
"C1550101",313,"Supernatant"
"C0023338",313,"Lepidoptera"
"C3686837",313,"No fungal growth"
"C3242151",313,"illegal"
"C2348532",312,"Stationary Phase - Research Equipment"
"C1440965",312,"Milk powder"
"C1706601",312,"Adverse Effect Mitigation Study"
"C1314939",310,"Involvement with"
"C0086231",310,"Enzyme Immunoassay"
"C4528315",310,"Device Feasibility Study"
"C0011399",310,"Dental Pulp"
"C0032931",310,"Precipitation"
"C0549177",310,"Large"
"C1285573",309,"Genotype determination"
"C0014072",309,"Experimental Autoimmune Encephalomyelitis"
"C0035268",309,"Restriction fragment length polymorphism"
"C4744737",308,"Distrito Federal"
"C3858554",308,"trust framework"
"C0012751",308,"Distance"
"C0005884",308,"Body Burden"
"C0001948",307,"Alcohol consumption"
"C0684320",307,"Disease regression"
"C0012052",307,"dibutyl phthalate"
"C1513302",307,"Mild Adverse Event"
"C0013142",307,"Drowning"
"C0013702",306,"Egg Shell"
"C0949863",306,"Cantaloupes"
"C1457887",306,"Symptoms"
"C0205381",305,"Moist"
"C1709362",305,"Outlet Device"
"C1257890",305,"Population Group"
"C0037993",304,"Spleen"
"C0597237",304,"Physical Phenomenon or Property"
"C1881201",304,"Inductively-Coupled Plasma"
"C1547538",304,"Facility"
"C0227428",303,"Structure of anal column"
"C0596631",303,"Groundwater"
"C0017296",303,"gene therapy"
"C1708517",303,"Input"
"C1524031",303,"Minimum"
"C0026879",303,"Mutagens"
"C1550578",303,"Refrigerated temperature"
"C0150775",302,"Social Networks"
"C0031268",302,"Pet Animal"
"C0017243",302,"Gel"
"C0029246",302,"Organization administrative structures"
"C1511131",302,"Biochemical Reaction"
"C0034519",302,"Electromagnetic Radiation"
"C0589120",302,"Follow-up status"
"C1706082",302,"Compound (substance)"
"C0332624",302,"Dispersion"
"C1522634",302,"Question (inquiry)"
"C0010395",301,"Subphylum Crustacea"
"C0238711",301,"Australian"
"C0037812",301,"Spectrum Analysis"
"C0231218",301,"Malaise"
"C0814633",301,"acceptability"
"C1719994",300,"Animal hide"
"C0850310",299,"Possessed"
"C1744526",299,"Cryptosporidium"
"C1550602",299,"additive ingredient"
"C0557061",299,"Discussion (procedure)"
"C0442529",299,"Urban environment"
"C0318180",298,"Streptococcus thermophilus"
"C0035668",298,"RNA"
"C0035804",298,"Rodent"
"C1148564",298,"antioxidant activity"
"C0459471",298,"Interpretation Process"
"C0004732",298,"Bangladesh"
"C0014898",298,"Esters"
"C1879688",297,"Ambient"
"C0030351",297,"Paper"
"C0038467",297,"strontium"
"C0019240",296,"Herb"
"C0068008",296,"hexane"
"C0242301",296,"furuncle"
"C0439745",296,"Grouped (qualifier value)"
"C0162772",296,"Reactive Oxygen Species"
"C1135882",295,"Integrons"
"C0317639",295,"Lactobacillus sakei"
"C0085973",295,"Case Study"
"C0301172",295,"Organic phosphorus insecticide, NOS"
"C0238884",295,"Canadian"
"C0019236",295,"Herbicides"
"C1420811",295,"TNFRSF19 gene"
"C0053065",294,"beauvericin"
"C1449773",294,"Chernobyl Nuclear Accident"
"C0871424",294,"statistical analysis"
"C1548795",293,"Live - Specimen Condition"
"C0028606",293,"Nucleic Acids"
"C0453292",293,"Raspberries"
"C0059386",293,"enterotoxin B, staphylococcal"
"C0034036",293,"Publications"
"C1135183",293,"Sus scrofa"
"C0016698",293,"Freeze Drying"
"C1136170",293,"Virulence Factors"
"C0001895",292,"Alabama"
"C0221099",292,"Impaired"
"C5192884",292,"Estimated intake of saturated fat in 24 hours"
"C0449335",292,"Method of detection"
"C0005574",292,"Biotechnology"
"C0034760",292,"Reagents"
"C0011038",291,"Dichlorodiphenyl Dichloroethylene"
"C0024109",291,"Lung"
"C0032604",291,"Polystyrenes"
"C0041044",291,"Trimethoprim-Sulfamethoxazole Combination"
"C0597329",291,"Pyrethroids"
"C0443303",291,"short-term"
"C2613267",290,"sporulation"
"C0240321",290,"Mediterranean"
"C0449492",290,"Type of food"
"C0030664",290,"Pathology"
"C3827727",289,"Undetectable"
"C0282560",289,"Caco-2 Cells"
"C0007836",288,"Certification"
"C0162633",288,"Viral Shedding"
"C0033180",288,"Privatization"
"C0332283",288,"Followed by"
"C0022065",288,"Iran"
"C0162574",288,"Glycation End Products, Advanced"
"C0086387",288,"Health Benefits"
"C1548958",287,"Sequential - Sequence/Results Flag"
"C0015177",287,"Europe, Eastern"
"C0439185",287,"Equivalent Weight"
"C0004048",287,"Inspiration function"
"C0013707",287,"Egg Yolk (Dietary)"
"C0680063",287,"Offspring"
"C2718002",286,"High-Throughput Screening Assays"
"C0012222",286,"Diffusion"
"C0005572",286,"bioformation"
"C0023693",286,"Light"
"C0013593",286,"Ecuador"
"C0034335",285,"Pyrrolizidine Alkaloids"
"C0005005",285,"Benin Republic"
"C1261248",285,"Urine sediment (substance)"
"C1450053",285,"Nanostructured Materials"
"C1449851",285,"Lactococcus lactis subspecies lactis"
"C0282114",285,"Recycling"
"C1265293",284,"Staphylococcus, coagulase positive"
"C0020746",284,"Ice"
"C0040452",284,"Tooth root structure"
"C0015258",283,"Evisceration - action"
"C0227085",283,"Deciduous maxillary right central incisor tooth"
"C0016576",283,"formic acid"
"C0021821",283,"Interviewers"
"C0017558",283,"Gill structure"
"C0037518",283,"sodium hypochlorite"
"C0032615",283,"Polyunsaturated Fatty Acids"
"C0993610",282,"Oral Pellet"
"C0335141",282,"manager"
"C0205289",282,"Maximal (qualifier value)"
"C0868945",281,"Deterioration"
"C0148323",281,"Shiga Toxins"
"C0026538",281,"Morbidity - disease rate"
"C0013618",281,"edetic acid"
"C4288315",281,"REMS Stakeholder"
"C3534575",281,"Animal Health"
"C0521110",281,"Accelerated"
"C0032485",281,"Polyethylene Terephthalates"
"C5139166",281,"Clostridium difficile enteritis"
"C0040284",281,"Tissue culture"
"C0042960",280,"Voluntary Workers"
"C3640269",280,"CDISC SDTM Lesion Complexity Terminology"
"C0006754",280,"California"
"C0059747",279,"ethyl acetate"
"C0039336",279,"Taste Perception"
"C0231221",279,"Asymptomatic"
"C0205341",279,"Repeat"
"C0205615",279,"Well Differentiated"
"C0018787",279,"Heart"
"C0507112",278,"Apical segmental bronchus"
"C2349179",278,"End Point"
"C0032181",278,"Platelet Count measurement"
"C0282346",278,"Environmental sludge"
"C0242821",278,"Human body"
"C0022774",278,"Korean language"
"C0243102",278,"enzyme activity"
"C1265875",277,"Disintegration (morphologic abnormality)"
"C0022203",276,"Isomerism (chemical phenomenon)"
"C0036082",276,"Saline Solution"
"C1880355",276,"Discover"
"C0596539",276,"evaporation"
"C0031911",276,"Pigmentation"
"C0005971",275,"Bone plates"
"C5197724",275,"Pork Meat"
"C0034107",275,"Pulse taking"
"C0001480",275,"adenosine triphosphate"
"C0205235",275,"Discriminate"
"C2699427",275,"Conjunction"
"C2986768",275,"Injected Dose"
"C0038160",275,"Staphylococcal Infections"
"C0337023",274,"Hot water"
"C0452694",273,"Pasta"
"C0012630",273,"Discriminant Analysis"
"C0018704",273,"Health care facility"
"C1416797",273,"STMN1 gene"
"C4522138",273,"Device Migration Problem"
"C0851286",273,"Staff"
"C0007450",273,"Felis catus"
"C0699789",272,"Export"
"C0790233",272,"Distilled water"
"C0949688",272,"Molecular Diagnostic Techniques"
"C0004039",272,"Aspergillus niger"
"C0007603",271,"Plasma membrane"
"C0475208",271,"Titer"
"C0577749",271,"Phytochemicals"
"C0211296",271,"Microcystin"
"C3827682",271,"Useful"
"C0041964",270,"urethane"
"C1513371",270,"Mode"
"C0005615",270,"Birth"
"C0002059",270,"Alkaline Phosphatase"
"C5205215",270,"MET Gene Mutation Negative"
"C0452428",270,"Drink (dietary substance)"
"C0035253",269,"Rest"
"C1706701",269,"Acquisition (action)"
"C0013330",269,"Dust"
"C0301944",269,"Graft acceptance"
"C1711260",269,"Variance"
"C0868922",269,"Animal product"
"C0043094",268,"Weight Gain"
"C0452943",268,"Salami"
"C0007623",268,"Cell Wall"
"C0150600",268,"Advice"
"C0012621",267,"Body Fluid Discharge"
"C1948062",267,"Copy (object)"
"C0136082",267,"perchlorate"
"C0683610",267,"prohibition"
"C0205344",266,"Absolute"
"C0348000",266,"Instrument - device"
"C0260000",266,"Secondary Metabolism"
"C1420586",266,"TARBP2 gene"
"C0558296",266,"Curds"
"C0009429",266,"Combined Modality Therapy"
"C0445895",266,"Arcobacter butzleri"
"C0078988",265,"Asians"
"C2936546",265,"Molecular Typing"
"C0028423",265,"Norway"
"C0002062",264,"Alkaloids"
"C0027978",264,"New Zealand"
"C0010405",264,"Cryopreservation"
"C3831015",264,"Convenient"
"C0085393",264,"Immunocompromised Host"
"C0334094",264,"Proliferation (morphologic abnormality)"
"C0681890",264,"predictive"
"C0205558",264,"False Negative"
"C2093603",264,"rabbit allergenic extract"
"C0349590",263,"Nature"
"C0018553",263,"Hamartoma Syndrome, Multiple"
"C0013704",263,"Egg Whites - dietary"
"C1261381",263,"Destructive procedure (surgical)"
"C0037369",263,"Smoking"
"C0359916",263,"Substance with phenol structure"
"C0033811",263,"Pseudomonas fluorescens"
"C0231242",263,"Complicated"
"C1420498",262,"STX1A gene"
"C0079399",262,"Gender"
"C0059374",262,"enrofloxacin"
"C2362561",262,"Gluten"
"C1633987",262,"Flock"
"C0552449",262,"Equation"
"C0745777",262,"Lost"
"C0042462",261,"Vendors"
"C2985927",261,"Animal Species Code"
"C0331570",261,"Sorghum"
"C0065555",261,"malachite green"
"C0005026",260,"benzalkonium chloride"
"C3544386",260,"Thermotolerance"
"C0949366",260,"Vulnerable Populations"
"C1272684",260,"Accepted"
"C0443264",260,"Modulated"
"C3828193",260,"September"
"C0040541",260,"Toxicology"
"C0442822",259,"trace amount"
"C2700116",259,"Unusual"
"C0037083",259,"Signal Transduction"
"C1444097",259,"ESBL Escherichia coli"
"C0040715",259,"Chromosomal translocation"
"C0034510",258,"Racial group"
"C0013343",258,"Dyes"
"C0005680",258,"Black race"
"C0545082",258,"Visit"
"C0600182",258,"municipality"
"C0004950",258,"Belgium"
"C0013855",258,"Electrophoresis"
"C2826883",258,"Identifying Variable"
"C0002658",258,"amphetamine"
"C0574032",258,"Infusion procedures"
"C0024779",257,"Map"
"C0031701",257,"Phosphoric Acid Esters"
"C0006628",257,"Cacodylic Acid"
"C0066713",257,"moniliformin"
"C3266812",257,"Methodology"
"C0040808",257,"Treatment Protocols"
"C0011209",257,"Obstetric Delivery"
"C0441513",257,"Surgical construction"
"C0242856",257,"Veterinarian"
"C0033269",257,"Productivity"
"C0148405",257,"Vinegar"
"C0205653",256,"Adolescent (age group)"
"C0001527",256,"Adipose tissue"
"C0205359",256,"Spontaneous"
"C0011175",256,"Dehydration"
"C1517288",256,"Food Oil"
"C0029035",256,"Onions"
"C0038225",255,"Steam"
"C1141640",255,"Carrots - dietary"
"C0056673",255,"cyanuric acid"
"C4704762",255,"Salt Stress"
"C0037717",254,"South Dakota"
"C0065839",254,"mecarzole"
"C0034170",254,"Putrescine"
"C0441516",254,"Demand (clinical)"
"C0016745",254,"fructose"
"C0024501",254,"Maintenance"
"C1704241",253,"complex (molecular entity)"
"C0805586",253,"Challenge"
"C0060850",253,"furan"
"C1160498",252,"pollen development"
"C2945710",252,"resistance genes"
"C0025867",252,"Metric System"
"C0033263",252,"Product Labeling"
"C0033107",252,"prevention & control"
"C0180153",252,"Covers (device)"
"C1514624",252,"Qualifying"
"C0925369",251,"Frankfurt plane"
"C1517927",251,"Locally"
"C0043242",251,"Superficial abrasion"
"C0749192",251,"Surgery Declined"
"C0442043",251,"Temporal - Regional site descriptor"
"C0011318",251,"Denmark"
"C0056801",251,"cyclopiazonic acid"
"C0549179",250,"Priority"
"C0442802",250,"Excessive"
"C3244315",250,"orders - HL7PublishingDomain"
"C0521119",250,"Extracellular"
"C0071649",250,"polyphenols"
"C0905462",250,"perfluorooctane sulfonate"
"C0452717",250,"Whole milk"
"C5197738",250,"Microplastics"
"C0453263",250,"Oregano spice"
"C0445332",250,"Toxigenic"
"C1258084",249,"Quantum Dots"
"C0037506",249,"sodium dodecyl sulfate"
"C0016564",249,"formaldehyde"
"C0057764",249,"dibenzo(1,4)dioxin"
"C1519950",249,"Value Meaning"
"C0330498",249,"Brassica oleracea"
"C0007595",249,"Cell Growth"
"C0086715",248,"Normal Range"
"C0017477",248,"German language"
"C0597570",248,"thermophile"
"C0028722",248,"Nutritive Value"
"C0069389",248,"Okadaic Acid"
"C3242656",248,"dependent young children"
"C0017102",248,"Allium sativum"
"C3151529",247,"Lethal"
"C0022262",247,"Isotopes"
"C2698872",247,"Predictor"
"C0376246",247,"French language"
"C0577559",246,"Mass of body structure"
"C0178932",246,"quality assurance"
"C3826815",246,"U.S. Food and Drug Administration"
"C0032071",246,"Plankton"
"C0020242",246,"Hydrocarbons"
"C1709450",246,"Pair"
"C0017237",246,"gelatin"
"C4053457",246,"Surrogate"
"C0012578",246,"Diptera"
"C0040756",246,"Transportation"
"C0011889",245,"Diacetyl"
"C0150103",244,"MATCHING"
"C0024348",244,"Lysis"
"C0332529",244,"Consistency"
"C0038995",244,"Sweden"
"C0179630",244,"Cartridge device"
"C3494468",244,"Estuaries"
"C0596953",244,"mixed tissue/cell culture"
"C0014707",244,"ergot alkaloids"
"C0086323",244,"G Force"
"C0458980",244,"Wheat flour"
"C0440285",244,"Melon (food)"
"C0150593",244,"game"
"C1708320",244,"Handle - program access"
"C0142874",244,"sodium lactate"
"C0442614",244,"Factory"
"C3839098",243,"Deoxyribonucleic acid extraction technique"
"C0036125",243,"Salmonella typhi"
"C0002191",243,"alpha 1-antitrypsin"
"C0333668",242,"Depletion"
"C0015689",242,"omega-3 fatty acids"
"C1264641",242,"Percentile"
"C0022924",242,"Lactates"
"C0085510",242,"Campylobacter coli"
"C0085754",242,"Aflatoxin B"
"C0242849",242,"Microscopy, Atomic Force"
"C0012893",242,"DNA Probes"
"C0442739",242,"No status change"
"C0150108",241,"Blinded"
"C0085155",241,"Generic Drugs"
"C0019053",241,"Hemolysin"
"C0010294",240,"creatinine"
"C0402112",239,"Scientist"
"C4279966",239,"Dairy Industry"
"C0042210",239,"Vaccines"
"C3242391",239,"waterborne"
"C0004398",239,"Autopsy"
"C0002085",239,"Alleles"
"C0240919",238,"Rural"
"C0001975",238,"Alcohols"
"C0085475",238,"Thermus thermophilus (bacterium)"
"C1513384",237,"Molecular Genetic Technique"
"C0029038",237,"Online Systems"
"C0871648",237,"Habitat"
"C0522737",237,"Soil Pollution"
"C0242618",237,"Sample Size"
"C0019993",237,"Hospitalization"
"C0016484",237,"Food Preservation"
"C0009064",237,"Clostridium tetani"
"C1282914",237,"Surrounding (qualifier value)"
"C1955927",237,"Amplified Fragment Length Polymorphism Analysis"
"C3641325",236,"High Performance Liquid Chromatography Mass Spectrometry"
"C1442903",236,"Exostoses"
"C0043236",236,"World Health"
"C0243077",236,"inhibitors"
"C0043457",236,"Zebrafish"
"C0027567",235,"African race"
"C0032624",235,"Polyvinyl Chloride"
"C0037712",235,"South Africa"
"C0337051",235,"Environmental pool"
"C0205253",235,"Immediate"
"C0039902",235,"thioguanine"
"C2239176",235,"Liver carcinoma"
"C0262878",235,"Microscopes, Electron, Scanning"
"C1285529",234,"Purpose"
"C2911648",234,"Multiplication"
"C0231174",233,"Failure (biologic function)"
"C0036690",233,"Septicemia"
"C0037473",233,"sodium"
"C3494202",233,"Time-to-Treatment"
"C0032841",233,"potassium sorbate"
"C0001737",232,"Africa"
"C0032582",232,"Polypropylenes"
"C3687782",232,"Wash water (specimen)"
"C0444498",232,"In situ"
"C0332177",232,"Monthly (qualifier value)"
"C2936630",232,"Laboratory Proficiency Testing"
"C1881707",232,"Material Degradation"
"C0030827",231,"penicillin G"
"C0175671",231,"Universal"
"C0162642",231,"Tilapia"
"C0042890",231,"Vitamins"
"C0008318",230,"cholecalciferol"
"C4047917",230,"Cereal plant straw"
"C0018670",230,"Head"
"C0033739",230,"Protozoa"
"C0024763",230,"Manuals as Topic"
"C4525098",230,"Analytical Procedure Robustness"
"C1299950",229,"Litter"
"C1555447",229,"Medical Necessity"
"C0016490",229,"Food Services"
"C0001732",229,"Afghanistan"
"C0349371",228,"Red wine"
"C0020167",228,"Humidity"
"C0242774",228,"Cucumis sativus"
"C0008633",228,"Chromosomes"
"C0036500",228,"Seaweed"
"C0003537",228,"Aphasia"
"C1269955",228,"Tumor Cell Invasion"
"C1721059",228,"Nanocomposites"
"C1299586",228,"Has difficulty doing (qualifier value)"
"C0887835",227,"Ribotype"
"C0200928",227,"Ribotyping"
"C1283828",227,"intent"
"C0001967",227,"Alcoholic Beverages"
"C3842396",227,"No difference"
"C1553901",227,"Mitigate"
"C2612546",227,"lipid oxidation"
"C0006309",226,"Brucellosis"
"C3540014",226,"CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS"
"C0040802",226,"travel"
"C0006630",226,"Cadaverine"
"C0006352",226,"Buffaloes"
"C0027934",226,"Neurotoxins"
"C0681827",226,"Laboratory Study"
"C0039635",226,"tetrachlorodibenzodioxin"
"C0231198",226,"tolerant"
"C0007404",226,"catechin"
"C0036024",226,"Saccharomyces"
"C0054647",225,"carbamylhydrazine"
"C0184666",225,"Hospital admission"
"C0016198",225,"Flame Retardants"
"C0475381",225,"Enterohemorrhagic"
"C1079230",225,"Subgroup A Nepoviruses"
"C1555721",225,"Substitution - ActClass"
"C0039531",225,"Tenuazonic Acid"
"C0518609",225,"Consideration"
"C0344351",224,"Gluten-Free Diet"
"C0079395",224,"G1 Phase"
"C0034931",224,"Reflex Sympathetic Dystrophy"
"C3245512",224,"HL7PublishingSubSection <practice>"
"C0596040",224,"adduct"
"C0677043",224,"Histopathology"
"C0205288",224,"Microscopic"
"C0022940",224,"Lactobacillus casei"
"C0452453",224,"Fruit Juices"
"C0026339",224,"Biological Models"
"C0024485",223,"Magnetic Resonance Imaging"
"C0242492",223,"Relative Risk"
"C1561604",223,"Supply (process)"
"C0205555",223,"Special"
"C0001699",223,"Klebsiella pneumoniae"
"C4055638",223,"Significantly low"
"C0553654",223,"Does steer"
"C2983310",223,"Overcome"
"C0015919",223,"Fertilizers"
"C0600209",222,"SDS-PAGE"
"C0051231",222,"allyl isothiocyanate"
"C0057671",222,"diacetoxyscirpenol"
"C0036743",222,"Serologic tests"
"C0678804",222,"prenatal"
"C0282296",222,"biocontrol"
"C0678118",222,"Transmission Electron Microscopy"
"C0040557",221,"Toxoplasma gondii"
"C0449438",221,"Status"
"C0009407",221,"Colorimetry"
"C0002607",221,"ammonia"
"C1704412",221,"Contracting"
"C0231435",221,"Mobile"
"C2826285",221,"Flow Rate"
"C0007620",221,"Cell Survival"
"C1262477",221,"Weight decreased"
"C4330491",221,"Instrumental Activities Domain"
"C0238815",220,"brazilian"
"C0011298",220,"Demography"
"C0006055",220,"Botulinum Toxins"
"C0032441",220,"Polybrominated Biphenyls"
"C0450442",220,"Agent"
"C0028075",220,"Nigeria"
"C0028405",220,"North America"
"C0039021",219,"Switzerland"
"C4522149",219,"Complex Environmental Condition"
"C1554210",219,"Act Relationship Type - occurrence"
"C3669471",219,"Chicken laying egg for human food"
"C0597304",219,"Proteolysis"
"C0014282",219,"England"
"C0018210",218,"Poaceae"
"C0034428",218,"Quinolones"
"C0070403",218,"perfluorooctanoic acid"
"C0598312",218,"DNA Replication"
