"CUI","count","name"
"C0231220",9,"Symptomatic"
"C0443196",9,"Definitive"
"C0002844",9,"Androgens"
"C0600436",9,"Base Pairing"
"C0010446",9,"Culicoides <genus>"
"C0018494",9,"Hair"
"C0870992",9,"Observer"
"C0262926",9,"Medical History"
"C0002459",9,"American Hospital Association"
"C0041580",9,"Ukraine"
"C0014713",9,"ergothioneine"
"C0233426",9,"Personal appearance"
"C0552449",9,"Equation"
"C1956108",9,"Microbiome"
"C1001975",9,"Apple stem grooving virus"
"C0034251",9,"pyridine"
"C0666175",9,"pyrimethanil"
"C0255574",9,"cetyl myristoleate"
"C0018563",9,"Hand"
"C4321279",9,"MicroRNA 16"
"C1512523",9,"hydrochloride"
"C0008071",9,"Child Development"
"C2827396",9,"Scientific Equipment"
"C0039705",9,"Tetrodotoxin"
"C1553511",9,"Verifying specimen"
"C0684046",9,"Croatian language"
"C0014644",9,"Epstein-Barr virus"
"C0332297",9,"Bounded by"
"C0592503",9,"Proprietary Name"
"C0301872",9,"Immune response"
"C0218497",8,"endo-1,3-(4)-beta-D-glucanase"
"C0220807",8,"Chemical Structure"
"C0887819",8,"Quantitative Structure-Activity Relationship"
"C0016400",8,"Focus Groups"
"C0026605",8,"Motivation"
"C2353443",8,"metaflumizone"
"C0939869",8,"rosemary extract"
"C0007097",8,"Carcinoma"
"C0021218",8,"indigo"
"C0038111",8,"Saint Pierre and Miquelon"
"C1265545",8,"Family Bovidae"
"C1562679",8,"Inherent motion"
"C0391936",8,"Barbiturates measurement"
"C0003320",8,"Antigens"
"C0677043",8,"Histopathology"
"C0699762",8,"ewes"
"C0453291",8,"Quince - dietary"
"C3831448",8,"August"
"C0752079",8,"Maximum Tolerated Dose"
"C1414532",8,"FANCF gene"
"C0270699",8,"Neonatal maladjustment syndrome"
"C4688488",8,"Structured Data"
"C0016690",8,"Free Association"
"C0336757",8,"Heater, device"
"C0254362",8,"penconazole"
"C0038420",8,"Streptomyces"
"C0175256",8,"subfascicular nucleus"
"C0524877",8,"Parsnips - dietary"
"C2346592",8,"Ferrous"
"C0007828",8,"cerium"
"C3640179",8,"Chlorine Dioxide Sterilization"
"C2986765",8,"Image Spillover"
"C0004511",8,"Azores"
"C0282090",8,"Laxatives"
"C0453399",8,"Soup"
"C0035967",8,"Russian language"
"C0242729",8,"Plant Shoots"
"C0449259",8,"Clinical course"
"C1160534",8,"ripening"
"C0014346",8,"Enterobacteriaceae"
"C0001721",8,"Affect (mental function)"
"C0032043",8,"Placenta"
"C0016490",8,"Food Services"
"C0030234",8,"palmitic acid"
"C3887630",8,"Chlorpropham"
"C0205418",8,"Aggregate"
"C0006020",8,"boric acid"
"C4082764",8,"Gastrointestinal infection"
"C0036057",8,"Saint Vincent and the Grenadines"
"C0238876",8,"CADMIUM EXPOSURE"
"C0072154",8,"pronamide"
"C0276311",8,"Bovine viral diarrhea"
"C0596013",8,"Does stand"
"C0020175",8,"Hunger"
"C0452710",8,"brown rice"
"C0079869",8,"Oligonucleotide-Directed Mutagenesis"
"C0453447",8,"Sugar candy"
"C0018956",8,"Hematopoietic stem cells"
"C2986928",8,"Interlaboratory"
"C1000458",8,"Potato spindle tuber viroid"
"C1516470",8,"Chief cell"
"C0441704",8,"Typing Classification"
"C0016945",8,"galactose"
"C0243808",8,"3-Phosphoshikimate 1-carboxyvinyltransferase"
"C3899193",8,"Extended Glasgow Outcome Scale Questionnaire"
"C0178916",8,"Care plan"
"C1697794",8,"Liquid Dosage Form"
"C0070455",8,"permethrin"
"C0016497",8,"Food, Formulated"
"C0017789",8,"Glutamates"
"C0227089",8,"Deciduous maxillary right second molar tooth"
"C0997177",8,"Saccharum"
"C0078774",8,"zinc chloride"
"C0009490",8,"Comoros"
"C0085393",8,"Immunocompromised Host"
"C0074732",8,"sodium carbonate"
"C1881981",8,"Nanoscale Process"
"C0027506",8,"4-Chloro-7-nitrobenzofurazan"
"C0011350",8,"Dental Enamel"
"C0231242",8,"Complicated"
"C0123904",8,"iprodione"
"C0427944",8,"Determination of bacterial growth"
"C1081253",8,"Tomato ringspot virus"
"C0524620",8,"Metabolic Syndrome X"
"C0035203",8,"Respiration"
"C0014772",8,"Red Blood Cell Count measurement"
"C0116567",8,"pydrin, (S-(R*,R*))-isomer"
"C0022658",8,"Kidney Diseases"
"C0035643",8,"Riot Control Agents, Chemical"
"C0007404",8,"catechin"
"C1444748",8,"Triggered by"
"C0277428",8,"Infestation by Varroa"
"C1444657",8,"Contraindicated"
"C0910497",8,"cycloxydim"
"C2349200",8,"Pool (action)"
"C0439198",8,"kilometer"
"C0330429",8,"Rhododendron"
"C1519101",8,"Risk Estimate"
"C0684336",8,"Impaired health"
"C3714372",8,"Excessive iodine intake"
"C0444505",8,"Peak level"
"C1479224",8,"Bacillus velezensis"
"C2288970",8,"Komagataella"
"C5196510",8,"cyflufenamid"
"C0331221",8,"genus Solanum"
"C0011911",8,"Laboratory Diagnosis"
"C0230373",8,"Palmar surface"
"C0031669",8,"Phospholipase C"
"C1506298",8,"2,3,5,6-tetrafluoro-4-methylbenzyl (Z)-(1RS)-cis-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropanecarboxylate"
"C1561604",8,"Supply (process)"
"C0598301",8,"volcano"
"C0043767",8,"anaxirone"
"C1289928",8,"Organic fertilizer"
"C0030258",8,"Pamphlets"
"C0330955",8,"Mangifera indica"
"C0010654",8,"cysteine"
"C0016617",8,"Foundations"
"C0452909",8,"Offal"
"C3687546",8,"Pasteurized milk"
"C0033978",8,"Psychotropic Drugs"
"C0042155",8,"Utilization Review"
"C0106127",8,"beta sitosterol"
"C0001044",8,"acetylcholinesterase"
"C0424678",8,"Lean body mass"
"C0205353",8,"Habitual"
"C0015770",8,"Fellowships"
"C1305741",8,"Dry food"
"C0014078",8,"Venezuelan equine encephalomyelitis"
"C1510747",8,"Academia (organization)"
"C3687582",8,"Produces milk for human food"
"C0492305",8,"ATOMIC ABSORPTION, CALCIUM"
"C2826208",8,"Death by Natural Cause"
"C0598312",8,"DNA Replication"
"C2715548",8,"fenamidone"
"C4724459",8,"Low German Language"
"C1706408",8,"Placebo Control"
"C2350038",8,"Molar Incisor Hypomineralization"
"C0038333",8,"Stilbenes"
"C1511481",8,"Consent"
"C0016568",8,"Formamide (substance)"
"C0031207",8,"Personal Space"
"C0037993",8,"Spleen"
"C0600678",8,"Abstract Summary"
"C0205321",8,"Penetration"
"C0966945",8,"pyridaben"
"C0439259",8,"kilocalorie"
"C0041402",8,"Turkish language"
"C0007987",8,"chemical synthesis"
"C0032166",8,"Plasticizers"
"C1272460",8,"Not Applicable"
"C0771394",8,"aluminum sodium silicate"
"C0018882",8,"Helix (Snails)"
"C0018150",8,"Gram Negative Bacteria"
"C0453141",8,"Salsify - dietary"
"C0449830",8,"With configuration"
"C0016052",8,"Fibromuscular Dysplasia"
"C0045511",8,"2,4-Dinitrophenol"
"C1514981",8,"Strategic Planning"
"C0037783",8,"Species Specificity"
"C0059750",8,"ethyl acrylate"
"C3536783",8,"locust bean gum extract"
"C0021573",8,"Insect Vectors"
"C0262668",8,"occupational health and safety"
"C0032027",8,"Pityriasis Rubra Pilaris"
"C2144940",8,"Total Disc Replacement"
"C0020443",8,"Hypercholesterolemia"
"C4553329",8,"European Medicines Agency"
"C0937639",8,"magnesium malate"
"C0687725",8,"Alcoholics"
"C0205365",8,"Subacute"
"C0029454",8,"Osteopetrosis"
"C0045622",8,"2,6-dinitrotoluene"
"C0453110",8,"Asparagus"
"C0445656",8,"Pediococcus pentosaceus"
"C0243032",8,"Magnetic Resonance Angiography"
"C0227972",8,"Structure of median lobe of prostate"
"C0072177",8,"propiconazole"
"C0162700",8,"Tick-Borne Diseases"
"C0330653",8,"Malus domestica"
"C1424297",8,"C21orf91 gene"
"C0961780",8,"isoxaflutole"
"C1535926",8,"Neurodevelopmental Disorders"
"C0101048",8,"acesulfame potassium"
"C0034366",8,"Qatar"
"C0330230",8,"Avocado"
"C3242711",8,"claimant"
"C0016739",8,"Frozen Foods"
"C0039010",8,"Swine Vesicular Disease"
"C0011616",8,"Contact Dermatitis"
"C0231484",8,"Muscle function"
"C0037688",8,"sorbitol"
"C0027984",8,"Newcastle disease virus"
"C3255899",8,"monooleate"
"C0239110",8,"Consciousness clear"
"C0014792",8,"Erythrocytes"
"C0743559",8,"error"
"C4684626",8,"Data Listing"
"C0609429",8,"methyl carbonate"
"C0337050",8,"Rivers"
"C0597680",8,"Water Quality"
"C0687712",8,"warming process"
"C0522535",8,"Unsaturated"
"C0022939",8,"Lactobacillus acidophilus"
"C5202772",8,"MS3 Mass Spectrometry"
"C3490290",8,"advantame"
"C0022092",8,"iron-dextran complex"
"C0057999",8,"difluoroacetic acid"
"C0085732",8,"Ability"
"C0556984",8,"Three times daily"
"C0205343",8,"Reversible"
"C0039869",8,"Thinking, function"
"C0007595",8,"Cell Growth"
"C0184047",8,"Trap medical device"
"C0080103",8,"Relative (related person)"
"C2348951",8,"Heme Iron"
"C0032594",8,"Polysaccharides"
"C0060193",8,"fenpropimorph"
"C0025265",8,"Memory, Short-Term"
"C0678946",8,"blending"
"C0205806",8,"Infant Health"
"C0013707",8,"Egg Yolk (Dietary)"
"C1709634",8,"Precursor"
"C0884441",8,"aquatic activity"
"C0054391",8,"quinoline yellow"
"C0443238",8,"Integral"
"C0013153",8,"Drug Administration Routes"
"C0027523",8,"Nebraska (geographic location)"
"C0006710",8,"calcium pantothenate"
"C0015528",8,"factor XIII"
"C1862102",8,"BRACHYDACTYLY, TYPE E1"
"C0163657",8,"chromium picolinate"
"C1000319",8,"Potato virus A"
"C0337426",8,"Finding of dipping"
"C0007894",8,"Cestode Infections"
"C0440279",8,"Pineapple (Fruit)"
"C0243072",8,"derivatives"
"C0678908",8,"brain function"
"C0870392",8,"debate"
"C0005802",8,"Blood Glucose"
"C1879986",8,"Camellia oil"
"C0040426",8,"Tooth structure"
"C0772117",8,"yohimbe bark preparation"
"C0033147",8,"Primates"
"C0205357",8,"Smooth"
"C0452454",8,"apple juice"
"C0282121",8,"Baseline Survey"
"C0004651",8,"Bacteriophages"
"C0020167",8,"Humidity"
"C0205679",8,"montmorrillonite"
"C0969716",8,"Pseudotsuga"
"C0029279",8,"ORNITHINE CARBAMOYLTRANSFERASE"
"C1880157",8,"Computation (action)"
"C1880355",8,"Discover"
"C0337138",8,"Tunnel structure"
"C0768356",8,"acrinathrin"
"C1511883",8,"Diagnostic Sensitivity"
"C0700307",8,"hydroxyl group"
"C0043406",8,"Yersinia enterocolitica"
"C1999269",8,"Building structure"
"C0237935",8,"Trust (Social Behavior)"
"C0950074",8,"Trifolium"
"C0357084",8,"sodium ironedetate"
"C0304497",8,"Cytotoxic agent (product)"
"C0556660",8,"Allowance"
"C0001644",8,"Adrenergic beta-Agonists"
"C0324556",8,"Domestic avian species"
"C0009651",8,"Operant Conditioning"
"C0441683",8,"Hormone measurement"
"C0439539",8,"Heavy (weight) (qualifier value)"
"C0062120",8,"haptoglobin-related protein"
"C0018966",8,"Heme"
"C1442161",8,"Gene Deletion Abnormality"
"C0036172",8,"Sanitation"
"C0679924",8,"professional occupation status"
"C0201682",8,"Chemical procedure"
"C0001118",8,"Acid-Base Imbalance"
"C0039328",8,"Tartrates"
"C0337094",8,"Exit"
"C0950033",8,"Vaccinium"
"C1883308",8,"Thermal Fill"
"C2825406",8,"Quarter"
"C1572482",8,"Bottled Water"
"C0000912",8,"Accident caused by unspecified fire"
"C0028798",8,"Occupational Exposure"
"C0066153",8,"PQQ Cofactor"
"C0011298",8,"Demography"
"C0936081",8,"Percidae"
"C1312062",8,"SHC1 protein, human"
"C0282279",8,"Oceania"
"C0005125",8,"City of Berlin"
"C0337189",8,"Cage device"
"C0302211",8,"Magnesium salt"
"C1000437",8,"Cherry leaf roll virus"
"C0009240",8,"Cognition"
"C4281706",8,"Granulation procedure"
"C3271738",8,"large latent transforming growth factor-beta complex"
"C3179004",8,"Potable Water"
"C0040802",8,"travel"
"C1116537",8,"Pomegranate, Flower Essence"
"C0456388",8,"Blood product"
"C0683187",8,"receptor operated channel"
"C0392752",8,"Localized"
"C0037638",8,"Solvents"
"C4704707",8,"Gray Literature"
"C3179051",8,"Biological Control Agents"
"C0008240",8,"chlorogenic acid"
"C0041388",8,"Tunisia"
"C0599949",7,"Arterial Stiffness"
"C0330357",7,"Chenopodium album"
"C3242284",7,"Population Health"
"C1720529",7,"Constant - dosing instruction fragment"
"C1516691",7,"Cognitive"
"C0470689",7,"Suppliers"
"C0442818",7,"Raised"
"C0027972",7,"New Mexico"
"C4288028",7,"Vector Transmission"
"C4551823",7,"instruments"
"C1155229",7,"Humoral immune response"
"C0542270",7,"Class Bivalvia"
"C4318616",7,"Usually Need Help from Another Person for Arising"
"C1268740",7,"At risk for falls"
"C0053524",7,"betanin"
"C0750558",7,"Unlikely"
"C0684320",7,"Disease regression"
"C3826297",7,"Pathogenic fungi"
"C1881707",7,"Material Degradation"
"C3658326",7,"Portion Size"
"C0013343",7,"Dyes"
"C0276871",7,"Infection by Trypanosoma evansi"
"C0086996",7,"Socioeconomic Status"
"C0659794",7,"acetyleugenol"
"C0008532",7,"Christianity"
"C0006948",7,"Carbamates"
"C1511130",7,"Biochemical Processes"
"C0256059",7,"fenazaquin"
"C1449624",7,"Neuroepithelial Cells"
"C0017110",7,"Gases"
"C1880019",7,"Cessation"
"C0185111",7,"Surgical Manipulation"
"C0017237",7,"gelatin"
"C0162338",7,"Paprika (dietary)"
"C3827682",7,"Useful"
"C0066713",7,"moniliformin"
"C0600219",7,"Expert Opinion"
"C0425403",7,"Diet, High-Protein"
"C0017452",7,"Georgia, USA"
"C0008562",7,"High pressure liquid chromatography procedure"
"C0235280",7,"Ototoxicity"
"C0243026",7,"Sepsis"
"C0030843",7,"Penicillium"
"C1260875",7,"mating"
"C0041942",7,"urea"
"C0041536",7,"ubidecarenone"
"C0028115",7,"Nisin"
"C0870186",7,"Avoidance"
"C0376674",7,"Postprandial Period"
"C0317966",7,"Pseudomonas syringae"
"C0014252",7,"Endosulfan"
"C1510802",7,"Adherence (attribute)"
"C2242456",7,"thyroid function"
"C0330294",7,"Papaver somniferum"
"C0019993",7,"Hospitalization"
"C2362517",7,"Monounsaturated fat"
"C0035668",7,"RNA"
"C3829994",7,"Generally Satisfied or Pleased"
"C0224517",7,"Dento-alveolar joint"
"C3827420",7,"Wrong"
"C0030415",7,"paraffin"
"C0357197",7,"calcium salts"
"C3891814",7,"Substrate"
"C3272793",7,"Filiform Serrated Adenoma"
"C1517288",7,"Food Oil"
"C0282618",7,"No-Observed-Effect Level"
"C1708533",7,"Interface Device"
"C1214949",7,"Monochamus"
"C0814929",7,"conceptual model"
"C0086152",7,"Dietary Habits"
"C0017945",7,"Glycol"
"C0242492",7,"Relative Risk"
"C0682371",7,"Southeastern Europe"
"C0014441",7,"Enzyme-Linked Immunosorbent Assay"
"C0332152",7,"Before"
"C3711893",7,"2-monochloropropanediol"
"C0003077",7,"Genus Anisakis"
"C0449297",7,"Clearance"
"C3242381",7,"no longer in use"
"C2348626",7,"Swiss Chard"
"C2363430",7,"Early stage"
"C0285512",7,"teflubenzuron"
"C0014052",7,"Tick-Borne Encephalitis Viruses"
"C0772454",7,"grape seed extract"
"C4744970",7,"Microneedle Drug Delivery System"
"C0962702",7,"thiacloprid"
"C0949766",7,"Physical therapy"
"C2247457",7,"glucuronoarabinoxylan endo-1,4-beta-xylanase activity"
"C0872311",7,"biodegradable product"
"C4054480",7,"Modest Extremity Pain"
"C0014630",7,"Epoxy Compounds"
"C0004178",7,"Atmosphere, planetary"
"C0011198",7,"Delaware"
"C0596398",7,"cyclic amine"
"C1709007",7,"Metered Powder Dosage Form"
"C0011311",7,"Dengue Fever"
"C0025148",7,"Medulla Oblongata"
"C0026140",7,"Milk, Human"
"C0182158",7,"Pads"
"C0330922",7,"Citrus aurantium"
"C0997362",7,"Komagataella pastoris"
"C4255465",7,"Apium graveolens var. dulce"
"C0221191",7,"Judge"
"C0026179",7,"Mink"
"C0007907",7,"cetylpyridinium chloride"
"C0240526",7,"Night time"
"C0452929",7,"Burger"
"C0035204",7,"Respiration Disorders"
"C0086388",7,"Health Care"
"C0032080",7,"Plant Diseases"
"C4705682",7,"metconazole"
"C0071545",7,"polydextrose"
"C0073011",7,"rebaudioside A"
"C4316847",7,"MAGNESITE"
"C1586723",7,"sodium erythorbate"
"C0009676",7,"Confusion"
"C0453863",7,"Snacks"
"C2170357",7,"Aldosterone to Renin Activity Ratio Measurement"
"C0439214",7,"femtogram"
"C0309989",7,"quantum"
"C0681205",7,"Sacrifice"
"C0037732",7,"soybean oil"
"C0439542",7,"Purple"
"C0042570",7,"Verticillium Hypocreales"
"C0224439",7,"Structure of gracilis muscle"
"C0006751",7,"Calibration"
"C0557702",7,"Window (physical object)"
"C0991564",7,"Oral Lozenge"
"C0007673",7,"Central African Republic"
"C0024444",7,"Madeira Island"
"C0678579",7,"Brown color"
"C0997028",7,"Cynara cardunculus"
"C0243034",7,"Paternal Exposure"
"C0013849",7,"Email"
"C0035005",7,"Reindeer"
"C0596402",7,"cytotoxicity"
"C0043242",7,"Superficial abrasion"
"C0242379",7,"Malignant neoplasm of lung"
"C1449700",7,"alpha-Cyclodextrins"
"C0518043",7,"Iron intake"
"C3178211",7,"sulfoxaflor"
"C1014987",7,"Pissodes"
"C0231435",7,"Mobile"
"C0600041",7,"Infective cystitis"
"C1275573",7,"decigram"
"C0054153",7,"Brown FK"
"C1521798",7,"trend"
"C0084178",7,"prohibitin"
"C0028737",7,"Nymph"
"C0424295",7,"Hyperactive behavior"
"C1141640",7,"Carrots - dietary"
"C4277575",7,"Dibenzofurans"
"C0596572",7,"field study"
"C0226901",7,"Hard Palate"
"C0026492",7,"Monosaccharides"
"C0441633",7,"Scanning"
"C0040982",7,"Trifluoroacetic Acid"
"C1171696",7,"trifloxystrobin"
"C1555578",7,"departure - ActRelationshipType"
"C1085227",7,"Larix decidua"
"C0024547",7,"malathion"
"C0032602",7,"polysorbates"
"C0039962",7,"thiram"
"C0871893",7,"Script"
"C4522149",7,"Complex Environmental Condition"
"C3255108",7,"tocopherol"
"C1510899",7,"Animal Testing"
"C0033839",7,"Pseudorabies"
"C0376865",7,"terephthalate"
"C0001905",7,"Alaska"
"C0453281",7,"Kumquat"
"C1553404",7,"terminated - RoleStatus"
"C0752344",7,"low-density polyethylene"
"C0069962",7,"palm oil"
"C0018670",7,"Head"
"C0331055",7,"Sambucus"
"C0004683",7,"Bahamas"
"C0041383",7,"tungsten"
"C0205329",7,"Progressive"
"C0009566",7,"Complication"
"C0002395",7,"Alzheimer's Disease"
"C1880496",7,"Empiric"
"C2981706",7,"Stage IIA Uveal Melanoma AJCC v7"
"C0679105",7,"pleasurable emotion"
"C4763161",7,"collect information"
"C0024198",7,"Lyme Disease"
"C0001895",7,"Alabama"
"C4287930",7,"Unusable"
"C0013171",7,"Drug Design"
"C0156543",7,"Unspecified Abortion"
"C0205404",7,"Serious"
"C0242481",7,"Research Activities"
"C0520502",7,"Potato virus X"
"C0062647",7,"hexamethyldisilazane"
"C4328127",7,"phosphinothricin N-acetyltransferase activity"
"C0814927",7,"Spatial Autocorrelation"
"C0039531",7,"Tenuazonic Acid"
"C0008722",7,"Chrysenes"
"C0586303",7,"Certificate (record artifact)"
"C0039717",7,"Textiles"
"C4086859",7,"Smoked Plum"
"C0031921",7,"Bacterial Fimbria"
"C0025939",7,"Michigan (geographic location)"
"C0036493",7,"Sea"
"C0535221",7,"mepanipyrim"
"C0349376",7,"Goat's milk (Dietary)"
"C0700589",7,"Contraceptive methods"
"C0004789",7,"Structure of basal vein"
"C0055371",7,"chlorite"
"C0025517",7,"Metabolic Diseases"
"C0036743",7,"Serologic tests"
"C3492032",7,"1,3-dimethylamylamine"
"C0058217",7,"dimethyl ether"
"C0425359",7,"South American"
"C2348678",7,"Flavanol"
"C0427403",7,"Iron absorption level result"
"C0875947",7,"sodium ferric gluconate complex"
"C4086551",7,"Liver Iron Concentration"
"C0009637",7,"Conception"
"C0031453",7,"phenylalanine"
"C1668248",7,"Iso"
"C0018304",7,"guaiacol"
"C0681827",7,"Laboratory Study"
"C1155871",7,"nuclear migration"
"C0452575",7,"Porridge"
"C0205179",7,"Advanced phase"
"C0599156",7,"Transition Mutation"
"C0446302",7,"Cauliflower (dietary)"
"C1519068",7,"Phylogenetic Analysis"
"C1134651",7,"beta-Glucans"
"C3644978",7,"ethyl lauroyl arginate"
"C0347979",7,"Upper case Roman letter N"
"C0010239",7,"Coxiella"
"C0028713",7,"Nutrition Surveys"
"C0677521",7,"Chicken Meat"
"C0034033",7,"Public Policy"
"C0063964",7,"isoeugenol"
"C0066763",7,"monomethoxypolyethylene glycol"
"C4508301",7,"TRANSITECH"
"C2986491",7,"Genetic Hotspot"
"C0205813",7,"Kaolinite"
"C1709937",7,"Device Reuse"
"C0028816",7,"Ochratoxins"
"C0679138",7,"Expectations"
"C0024813",7,"Marine Toxins"
"C0009368",7,"Colon structure (body structure)"
"C0695347",7,"Modality"
"C0441792",7,"Editions"
"C1443964",7,"Lethal dose"
"C2987476",7,"Exist"
"C0041177",7,"Tropanes"
"C0596433",7,"Diapause"
"C0001807",7,"Aggressive behavior"
"C0006701",7,"calcium hydroxide"
"C0037709",7,"Sound - physical agent"
"C0041351",7,"Tularemia"
"C1160498",7,"pollen development"
"C0453310",7,"Raisins"
"C0871509",7,"test items"
"C0012602",7,"Dirofilariasis"
"C1704756",7,"Trial Inclusion and Exclusion Criteria Submission Domain"
"C0057764",7,"dibenzo(1,4)dioxin"
"C0025635",7,"Methemoglobin"
"C4764224",7,"Biological Properties"
"C1260953",7,"Suppressed"
"C0444626",7,"Crystal Structure"
"C0231202",7,"Symbiotic"
"C4525841",7,"Quantitative Organ Enlargement Assessment"
"C1007051",7,"Prunus necrotic ringspot virus"
"C1704243",7,"Greater"
"C1434395",7,"imazapic"
"C0282460",7,"Phase 2 Clinical Trials"
"C0071011",7,"Phytoestrogens"
"C0908308",7,"glucan 1,4-alpha-maltohydrolase"
"C0007623",7,"Cell Wall"
"C3858753",7,"pseudonymized"
"C1882162",7,"Oral Health Impact Profile"
"C0205469",7,"Pathological aspects"
"C0566001",7,"Does communicate"
"C0022771",7,"Korea"
"C0331267",7,"Echium"
"C0053073",7,"behenic acid"
"C3180129",7,"picoxystrobin"
"C1304606",7,"Shellfish"
"C0282064",7,"Stars, Celestial"
"C0030125",7,"aminosalicylic acid"
"C1444090",7,"Resistant bacteria"
"C0439661",7,"Acquired (qualifier value)"
"C1947976",7,"Correction (change)"
"C1550327",7,"Administrative Gender"
"C0325013",7,"Vulpes vulpes"
"C0321865",7,"Alaria <trematode>"
"C0011041",7,"DDT (Insecticide)"
"C0231218",7,"Malaise"
"C0424092",7,"Withdrawn"
"C1449865",7,"plant bulb"
"C1001138",7,"Castanea"
"C0038842",7,"Supervision (regime/therapy)"
"C0427965",7,"Antimicrobial susceptibility"
"C0162823",7,"Dermatitis, Irritant"
"C0006305",7,"Brucella melitensis"
"C0331993",7,"Phoenix Pharmaceuticals"
"C3831017",7,"Control Point"
"C0006002",7,"Books"
"C0042153",7,"utilization qualifier"
"C3244315",7,"orders - HL7PublishingDomain"
"C1519738",7,"UBA Domain"
"C0023378",7,"Lethal Dose 50"
"C5139166",7,"Clostridium difficile enteritis"
"C0727492",7,"Plastic Bottle"
"C1517289",7,"Food Patterns"
"C0325202",7,"Camelidae"
"C0337112",7,"Chain device"
"C0205223",7,"Encapsulated (qualifier value)"
"C1135892",7,"Limes (dietary)"
"C0600182",7,"municipality"
"C0332161",7,"Attenuated by (contextual qualifier)"
"C0016850",7,"Furans"
"C3850171",7,"Bioprospecting"
"C2347940",7,"Regulatory Submission Date"
"C0968699",7,"mesotrione"
"C0015687",7,"Fatty Acids, Monounsaturated"
"C0022130",7,"Islands"
"C1283071",7,"Release - action (qualifier value)"
"C3888194",7,"MIXED LINEAGE LEUKEMIA"
"C0935763",7,"Bioavailable"
"C0334094",7,"Proliferation (morphologic abnormality)"
"C0010148",7,"Corynebacterium"
"C3540840",7,"Sign or Symptom"
"C0074757",7,"sodium phosphate"
"C4725585",7,"Unclear State of Matter"
"C0024264",7,"Lymphocyte"
"C0458083",7,"Hormonal"
"C0871470",7,"Systolic Pressure"
"C2985113",7,"Concentrated Disadvantage"
"C0252873",7,"Fuchsin acid stain"
"C0680281",7,"authorization"
"C4287894",7,"Pharmacotherapy Continuation"
"C0330954",7,"Mangifera"
"C0728887",7,"Preserving"
"C0376538",7,"Porcine Reproductive and Respiratory Syndrome"
"C0000392",7,"beta-alanine"
"C0997546",7,"Gymnosporangium"
"C0026192",7,"Minority Groups"
"C0308718",7,"CONTROL veterinary product"
"C1550615",7,"Specimen Type - Blood venous"
"C2248794",7,"alpha-aminoadipate acetyltransferase activity"
"C2248829",7,"cyclomaltodextrin glucanotransferase activity"
"C0982350",7,"POLYGLYCEROL ESTERS OF FATTY ACIDS"
"C0031180",7,"Peroxides"
"C0162425",7,"Intention - mental process"
"C0972401",7,"Boards (medical device)"
"C0206107",7,"Fluorine Compounds"
"C0039294",7,"tannic acid"
"C0016249",7,"floor (object)"
"C0037548",7,"riboflavin 5'-phosphate sodium"
"C0124209",6,"Isothiocyanate"
"C1947933",6,"care activity"
"C0012727",6,"Spatial Displacement"
"C0683758",6,"Corporation"
"C0042281",6,"Valerian"
"C0038425",6,"streptomycin"
"C1539479",6,"FATE1 gene"
"C0699032",6,"Hierarchy"
"C0470166",6,"Message"
"C4704948",6,"Cold Shock Stress"
"C1272693",6,"Ended - status"
"C0019588",6,"histamine"
"C0015421",6,"Eyeglasses"
"C1136031",6,"RNA Interference"
"C1000462",6,"Chrysanthemum stunt viroid"
"C0814670",6,"vice"
"C0026936",6,"Mycoplasma Infections"
"C1527021",6,"Text"
"C0086247",6,"Ergot Fungus"
"C0887870",6,"Focal Adhesions"
"C1828284",6,"Perdicinae"
"C0282613",6,"Developed Countries"
"C0037601",6,"solanine"
"C0066072",6,"methacrylic acid"
"C0970110",6,"Ferrous sulfate heptahydrate"
"C1271650",6,"Antimicrobial activity"
"C0007089",6,"Carcinogenicity Tests"
"C0026507",6,"Monte Carlo Method"
"C0040875",6,"Triazenes"
"C0008555",6,"Gas Chromatography"
"C0037083",6,"Signal Transduction"
"C0330663",6,"Pyrus"
"C3687499",6,"Sheep for milk production"
"C0724565",6,"cysteine hydrochloride"
"C2246187",6,"response to insulin"
"C3858576",6,"deidentify"
"C0040715",6,"Chromosomal translocation"
"C0150141",6,"Bathing"
"C0151594",6,"Hemorrhagic diarrhea"
"C1185740",6,"Tract"
"C1707759",6,"Direct Fluorescent Antibody Test"
"C0210657",6,"pemetrexed"
"C0066230",6,"methyl bromide"
"C0521127",6,"Occupational"
"C0009316",6,"colistin"
"C0242735",6,"Germination"
"C0007742",6,"Ceramics"
"C0376675",6,"Poster"
"C1706079",6,"Arrival - action"
"C1206159",6,"Buglossoides arvensis"
"C0026138",6,"Milk Proteins"
"C0178932",6,"quality assurance"
"C1548602",6,"Initiate (source type)"
"C0018621",6,"Hay fever"
"C0521102",6,"Interferes with"
"C0453017",6,"Fatty fish"
"C1301757",6,"Invasiveness"
"C0162806",6,"beta-Sheet"
"C0036547",6,"Security Measures"
"C0006023",6,"Borna Disease"
"C0039597",6,"Testis"
"C0208940",6,"human REG1A protein"
"C0040329",6,"Tobacco"
"C0018767",6,"Hearing"
"C0600240",6,"Whiteflies"
"C1512692",6,"Inbred Strain"
"C1456696",6,"Rural Health Concerns"
"C0016315",6,"Fluorescence"
"C1720878",6,"Phloem"
"C0453382",6,"Salad Dressing"
"C0073987",6,"salinomycin"
"C0059249",6,"annexin A5"
